,mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
98,0,0,1,26,3474,5.0,11,1495.09,121543.40,16688.92,174,La Libertad,0,2
99,0,1,1,31,4325,3.0,12,1000.0,121543.40,1365.2,194,Callao,0,2
100,0,0,2,43,6456,41.0,12,8750.0,5817.84,4955.85,224,Junin,0,3
101,0,25,1,32,7551,45.0,0,13000.0,730.92,0.0,199,Lima,0,3
102,0,0,1,25,3990,3.0,12,1424.68,121543.40,6462.92,171,Arequipa,0,2
103,0,0,1,31,3899,13.0,0,2100.0,1430.11,0.0,192,Lima,0,2
104,0,0,1,34,7704,8.0,8,1500.0,3754.0,355.82,188,Lambayeque,1,3
105,0,9,1,42,6456,25.0,0,8000.0,10769.97,0.0,180,Lima,1,3
106,0,0,1,30,4386,7.0,12,2000.0,9065.38,5233.5,200,Lima,0,3
107,0,9,1,29,5760,3.0,12,1107.6,1650.0,3025.91,175,Piura,1,2
108,0,0,1,23,3734,3.0,12,1185.05,121543.40,4336.36,156,Puno,0,2
109,0,17,1,47,7551,3.0,3,3000.0,13988.17,0.0,217,Lima,1,3
110,0,9,1,40,4356,17.0,7,900.0,4845.56,0.0,207,Lambayeque,0,3
111,0,19,2,29,4615,3.0,12,2301.9,121543.40,1886.48,212,La Libertad,1,3
112,0,0,2,27,4782,3.0,12,2097.4,121543.40,0.0,211,Lima,0,2
113,0,0,1,31,4083,3.0,12,908.5,2145.14,4168.6,175,Lima,0,2
114,0,1,2,26,4144,3.0,12,664.37,121543.40,1951.27,188,Ayacucho,0,2
115,0,2,1,23,4448,3.0,12,1368.6,1727.25,5501.75,156,Piura,1,2
116,0,12,1,36,6090,30.0,12,2100.0,121543.40,9594.57,213,Lima,1,2
117,0,1,1,31,4598,3.0,12,1500.0,121543.40,10229.82,170,Lima,0,2
118,0,5,1,48,6059,3.0,12,1540.0,121543.40,57094.38,201,Lima,1,2
119,0,0,2,50,4052,3.0,12,1182.72,121543.40,1093.67,199,La Libertad,0,2
120,0,0,1,27,6456,8.0,12,2100.0,1717.06,432.86,187,Lima,0,3
121,0,0,1,28,3840,19.0,12,2100.0,1540.0,5656.79,205,Lima,0,2
122,0,0,1,38,4417,26.0,12,4500.0,866.76,0.0,197,Lima,0,3
123,0,1,1,28,4113,3.0,12,1450.38,3077.03,2007.64,175,Callao,3,2
124,0,0,1,43,6548,3.0,12,1542.03,121543.40,9633.36,197,Junin,0,2
125,0,0,1,42,10931,39.0,0,3300.0,19.5,53.01,199,Pasco,0,3
126,0,0,2,47,4935,3.0,2,7586.26,121543.40,0.0,199,Lambayeque,0,3
127,0,1,1,40,7186,3.0,12,3290.22,4343.23,1739.58,197,Callao,1,2
128,0,0,1,32,3584,14.0,12,2500.0,4942.55,7568.56,200,Lambayeque,1,3
129,0,2,1,29,3559,3.0,11,2800.0,3667.1,1810.3,200,Lima,1,3
130,0,0,1,23,3899,10.0,12,2100.0,1100.0,1049.98,181,Cuzco,0,3
131,0,0,1,34,4690,35.0,12,1500.0,1084.9,2382.04,206,Lima,0,3
132,0,0,1,24,4478,9.0,12,3000.0,1654.49,704.89,176,Lima,1,3
133,0,0,1,26,4539,12.0,12,668.46,1990.0,1397.76,169,Callao,3,2
134,0,1,2,26,4011,51.0,12,861.67,1906.63,2272.1,196,Lima,1,3
135,0,0,2,35,4319,3.0,12,834.25,121543.40,3606.77,196,Ica,0,2
136,0,0,1,21,3626,15.0,12,850.0,2600.0,5189.55,192,Lima,2,3
137,0,0,1,28,3595,71.0,6,3544.79,8400.0,12981.97,194,Lambayeque,0,3
138,0,0,1,48,4509,81.0,4,6600.0,5415.88,0.0,175,Lima,0,3
139,0,0,1,24,4570,3.0,12,1084.18,121543.40,4420.64,182,Ica,0,2
140,0,0,1,42,4417,13.0,11,2850.0,1433.22,438.09,205,Lima,0,3
141,0,0,1,43,3868,3.0,12,2400.0,12936.95,4107.47,223,Lima,1,2
142,0,0,2,49,6456,44.0,3,30000.0,121543.40,0.0,203,Lima,0,1
143,0,1,1,28,3650,3.0,12,1378.3,121543.40,3415.59,172,Callao,0,3
144,0,2,1,49,3707,3.0,12,3152.38,121543.40,3762.38,185,Lima,0,2
145,0,0,1,34,3290,3.0,12,1682.62,121543.40,3513.41,201,Callao,0,2
146,0,0,1,43,6059,21.0,12,3070.0,2659.3,3709.71,190,Lima,0,2
147,0,0,1,33,4675,3.0,12,2030.99,700.0,12051.69,177,Callao,0,2
148,0,1,1,27,4172,3.0,12,1032.6,4295.86,127.0,175,Lima,0,2
149,0,0,1,21,3626,3.0,12,2100.0,121543.40,6294.66,190,Lima,0,3
150,0,9,1,29,4721,29.0,4,1800.0,6184.6,896.17,188,Lima,2,3
151,0,2,2,38,4534,3.0,12,2200.0,1000.0,2191.17,211,Huanuco,0,0
152,0,0,1,28,4386,3.0,12,3800.0,5404.23,3314.83,219,Lima,2,3
153,0,0,2,33,5240,12.0,12,5600.0,36200.0,16382.84,219,Lima,2,3
154,0,2,2,23,4904,3.0,12,800.0,121543.40,2280.88,211,Lima,0,2
155,0,0,2,44,6456,3.0,12,2100.0,121543.40,0.0,168,Lima,0,2
156,0,0,2,31,3717,6.0,12,900.0,121543.40,2090.34,194,Lima,0,2
157,0,0,1,49,8343,3.0,0,2000.0,2104.39,1189.17,185,Lima,0,3
158,0,0,2,39,3868,3.0,12,1148.31,121543.40,1279.78,196,Junin,0,2
159,0,0,1,29,4629,24.0,12,1604.5,2199.0,0.0,180,Lima,0,2
160,0,0,1,24,3991,3.0,12,1511.16,121543.40,7953.25,151,Pasco,0,0
161,0,2,1,25,4995,3.0,12,1266.15,121543.40,4947.87,156,Lima,0,2
162,0,0,1,32,4598,3.0,12,950.0,979.17,3876.3,175,Ica,0,2
163,0,1,2,22,4136,3.0,12,967.18,1840.0,0.0,175,Lima,0,2
164,0,2,1,36,7492,3.0,12,1200.0,121543.40,1862.32,170,Lima,0,2
165,0,0,1,28,4492,3.0,12,801.49,121543.40,951.03,175,Lima,0,2
166,0,0,1,40,5847,22.0,0,750.0,547.47,0.0,203,Callao,0,2
167,0,2,2,32,6335,3.0,12,1980.0,121543.40,12203.76,199,La Libertad,0,2
168,0,0,1,27,4570,13.0,12,1400.0,765.88,2523.65,174,Lima,0,3
169,0,0,1,27,5506,31.0,12,736.93,2238.58,0.0,169,Lima,0,2
170,0,13,1,50,5635,3.0,0,1160.0,121543.40,0.0,186,Lima,1,3
171,0,0,1,40,4782,93.0,12,2500.0,8262.0,5134.2,197,Lima,0,3
172,0,2,2,45,4448,3.0,12,2100.0,4450.0,18010.11,229,Piura,0,3
173,0,0,1,49,10108,8.0,12,4400.0,207.96,1398.16,195,Lima,0,3
174,0,0,1,25,4083,3.0,12,1524.72,3690.0,5796.72,184,Lima,0,0
175,0,2,1,31,5117,3.0,12,1300.0,1900.0,4454.31,175,Lima,1,2
176,0,1,1,31,4843,10.0,12,1350.0,121543.40,1770.29,175,Lima,0,2
177,0,2,2,41,4660,3.0,12,1200.0,121543.40,2103.24,199,La Libertad,4,2
178,0,32,1,32,6548,66.0,12,1680.0,2544.2,0.0,209,Lima,2,3
179,0,0,2,40,4570,61.0,12,2900.0,5172.05,1685.48,216,Callao,0,3
180,0,2,2,32,4509,3.0,12,1324.67,121543.40,2609.61,196,Huancavelica,0,2
181,0,0,2,24,4570,44.0,12,5050.0,12510.24,390.01,209,Lima,0,2
182,0,33,2,40,9439,80.0,0,19500.0,19729.88,3055.31,230,Lima,2,3
183,0,0,2,44,9378,3.0,0,2000.0,2698.28,10326.06,204,Lima,0,3
184,0,0,1,28,4813,14.0,12,1800.0,2911.91,0.0,202,Lima,0,3
185,0,9,1,25,5148,23.0,4,2500.0,2681.32,260.23,206,Lima,0,3
186,0,0,1,29,4690,14.0,12,5600.0,251.77,340.72,214,Junin,0,3
187,0,0,1,35,4598,3.0,12,1400.0,121543.40,7833.49,199,Cajamarca,0,2
188,0,0,1,29,4964,48.0,12,6989.4,16399.64,0.0,193,Lima,1,3
189,0,9,1,27,3899,19.0,12,2224.3,14100.17,4005.58,200,Callao,2,3
190,0,0,1,31,5087,15.0,12,3100.0,515.88,196.58,201,Puno,0,3
191,0,2,1,51,4539,3.0,12,1200.0,2850.0,1042.89,188,Lima,1,3
192,0,0,2,52,4629,3.0,12,2800.0,3191.15,0.0,214,Lima,0,2
193,0,0,1,38,4264,9.0,7,1350.0,5505.04,389.15,185,Lima,0,3
194,0,0,2,41,5605,36.0,12,1787.0,7780.68,2560.06,204,Lima,0,2
195,0,0,2,33,6000,79.0,12,5200.0,3084.13,1078.39,225,Lima,0,3
196,0,0,1,40,6456,3.0,12,2100.0,2327.28,0.0,216,Lima,1,2
197,0,0,1,36,7431,3.0,12,2500.0,121543.40,7574.82,187,Ancash,0,2
198,0,8,1,37,3868,11.0,10,10500.0,86975.05,7484.61,216,Lima,1,3
199,0,0,1,60,5301,78.0,0,857.36,745.6,0.0,172,Arequipa,1,3
200,0,0,1,29,4233,3.0,12,1550.0,4148.18,0.0,177,Lima,0,2
201,0,18,1,37,4598,13.0,0,3200.0,14175.49,1907.22,196,Lima,1,3
202,0,0,2,29,4264,3.0,12,1362.9,121543.40,434.6,196,Ica,3,2
203,0,0,1,37,3991,3.0,12,3249.43,121543.40,7328.63,182,Lima,0,2
204,0,2,1,33,4086,3.0,12,2152.0,14018.38,6511.45,192,Ucayali,1,2
205,0,0,1,27,3352,12.0,12,1207.65,121543.40,6508.35,169,Lima,0,2
206,0,0,0,34,3764,53.0,1,7055.0,30053.51,57094.38,175,Lima,1,2
207,0,0,1,38,4386,3.0,12,1182.36,2180.72,1733.79,177,Callao,3,2
208,0,0,1,28,6456,3.0,12,1500.0,6365.69,6276.19,177,Lima,1,2
209,0,0,2,23,3534,3.0,12,1017.03,750.0,579.23,173,Callao,0,2
210,0,0,1,23,3846,3.0,12,944.29,5598.05,258.87,156,Callao,0,2
211,0,8,1,29,4570,57.0,2,2111.0,7442.55,206.86,207,Lima,1,3
212,0,0,1,24,3840,3.0,12,2506.18,121543.40,3419.02,181,Lima,0,3
213,0,0,2,46,6456,87.0,12,13500.0,19479.76,7942.84,228,Lima,4,2
214,0,32,2,32,4782,14.0,12,1200.0,121543.40,0.0,194,Junin,2,2
215,0,0,1,23,3687,3.0,12,1244.27,692.36,1302.18,156,Lima,1,2
216,0,2,2,23,3840,11.0,12,2245.74,5104.86,18475.97,204,Huanuco,0,2
217,0,0,2,25,4436,3.0,12,1270.43,1200.0,2526.82,188,Lima,0,2
218,0,2,2,52,5482,3.0,12,2974.96,121543.40,1984.65,199,Ucayali,0,2
219,0,0,1,34,8039,20.0,12,2200.0,276.36,23.5,216,Lima,0,3
220,0,2,1,29,5513,3.0,12,3000.0,121543.40,2593.17,200,Lima,0,3
221,0,0,1,27,4904,21.0,12,2250.0,149.33,0.0,198,Lima,0,2
222,0,1,2,38,3779,3.0,12,2800.0,121543.40,14918.71,213,Ica,0,2
223,0,2,1,22,4417,20.0,12,2917.91,121543.40,0.0,177,Lima,0,2
224,0,0,2,41,5666,17.0,12,840.0,570.66,0.0,197,Callao,0,2
225,0,0,1,27,5817,28.0,0,2300.0,951.5,334.09,193,Lima,0,3
226,0,0,1,33,5056,64.0,0,2951.0,17380.46,2221.35,200,Piura,1,3
227,0,0,1,53,6243,7.0,7,3000.0,1500.0,1255.49,205,Lima,0,3
228,0,0,1,53,10870,3.0,4,4176.74,121543.40,5814.14,178,Ayacucho,0,3
229,0,0,2,31,5909,1.0,12,3500.0,10979.62,57094.38,211,Lima,1,2
230,0,0,1,38,4509,8.0,12,2639.35,5800.0,5.59,202,Lima,1,3
231,0,0,1,31,7461,11.0,12,7126.84,1000.0,205.25,192,Callao,0,0
232,0,0,1,37,5240,69.0,0,3000.0,5880.23,2436.61,201,Lima,0,3
233,0,0,1,44,7520,8.0,12,1210.0,5768.0,2331.1,181,Lima,0,3
234,0,0,1,55,4264,3.0,12,3000.0,121543.40,4716.75,197,Callao,0,2
235,0,1,1,25,4445,3.0,12,1403.77,121543.40,9554.04,169,Lima,0,2
236,0,2,1,32,4843,3.0,12,961.34,900.0,2108.34,175,Lima,1,2
237,0,0,2,52,4492,3.0,12,990.13,121543.40,3800.62,192,Lima,0,2
238,0,0,1,32,5878,81.0,12,9000.0,4596.04,2980.08,225,Lima,0,3
239,0,0,2,54,7186,3.0,12,1800.0,121543.40,3301.49,202,Lima,0,0
240,0,25,1,31,4325,13.0,12,1698.2,2285.0,0.0,180,Lima,1,3
241,0,22,1,41,8588,3.0,12,3500.0,960.44,9292.34,175,Lima,1,3
242,0,0,1,24,4690,8.0,12,900.0,1500.0,254.32,164,Lima,0,3
243,0,0,1,33,5179,3.0,12,1650.0,121543.40,0.0,180,Lima,0,2
244,0,0,2,40,4721,29.0,12,2700.0,6795.9,2121.91,214,Lima,1,0
245,0,2,1,47,4264,3.0,12,3500.0,17100.0,9741.64,180,Lambayeque,0,3
246,0,50,1,23,4904,47.0,12,710.0,500.0,484.3,154,Lima,4,2
247,0,0,1,31,6425,68.0,12,6600.0,14638.48,2426.45,219,Lima,3,3
248,0,0,2,49,8404,9.0,10,2000.0,16842.18,3229.93,235,Lima,0,2
249,0,0,1,37,6943,3.0,12,1000.0,606.2,914.72,179,Piura,0,2
250,0,0,1,34,4264,58.0,12,700.0,17672.0,109.09,177,Lima,1,3
251,0,0,1,26,5482,3.0,12,2900.0,1057.88,418.81,201,Lima,4,3
252,0,2,1,40,5970,47.0,12,3680.0,1210.8,866.89,204,Lima,1,2
253,0,0,1,36,7096,9.0,0,4750.0,67853.78,1732.59,202,Lima,0,3
254,0,9,1,48,6456,48.0,12,30000.0,66510.12,22844.04,197,Lima,0,1
255,0,0,1,30,5513,3.0,12,3100.0,3463.73,0.0,185,Lambayeque,1,3
256,0,0,1,34,5176,3.0,12,829.09,4467.68,567.14,196,Lima,0,2
257,0,0,2,30,4417,7.0,12,3000.0,1131.53,1865.25,214,Ica,0,3
258,0,2,1,30,3779,8.0,12,4000.0,3995.0,3664.5,200,Callao,1,3
259,0,0,1,30,5574,3.0,1,2984.62,4668.14,2719.79,196,Lima,0,3
260,0,0,1,29,7308,78.0,11,3500.0,1800.0,0.0,211,Lima,1,2
261,0,17,1,49,5026,3.0,8,2600.0,29864.68,0.0,197,Lima,1,2
262,0,0,1,31,4325,16.0,12,1789.14,2280.0,598.58,192,Lima,0,2
263,0,0,1,34,8374,88.0,11,29393.13,121543.40,0.0,190,Lima,0,3
264,0,0,1,26,5087,3.0,12,2270.0,121543.40,0.0,186,Lima,0,2
265,0,0,1,52,5605,3.0,12,888.44,121543.40,3444.88,173,Lima,0,2
266,0,1,1,29,3565,3.0,12,1200.0,1804.83,2389.82,190,La Libertad,0,3
267,0,27,1,33,5360,22.0,12,6620.0,7231.35,1466.23,200,Lima,1,3
268,0,0,1,41,7643,13.0,12,6205.0,260.0,0.0,205,Lima,0,3
269,0,22,1,32,5300,40.0,11,2555.0,13406.8,106.25,175,Lambayeque,1,3
270,0,0,2,33,5939,3.0,12,2683.55,280.12,2073.88,209,Lima,1,2
271,0,0,1,31,4021,12.0,12,2000.0,8804.02,0.0,188,Lima,0,3
272,0,0,2,44,5209,26.0,0,21000.0,22638.17,280.45,224,Lima,0,3
273,0,20,2,29,3712,10.0,12,974.73,900.0,1435.47,194,Junin,0,2
274,0,2,1,45,5539,3.0,12,2843.67,3519.86,6017.92,197,Cajamarca,1,2
275,0,0,1,26,5725,28.0,12,7000.0,11735.0,187.03,184,Lima,0,2
276,0,2,1,37,6821,32.0,12,1650.0,600.0,544.72,182,Cajamarca,0,2
277,0,0,1,29,4295,12.0,11,800.0,121543.40,0.0,173,Lima,0,2
278,0,0,1,41,4874,27.0,12,2500.0,6151.97,0.0,216,Lima,1,2
279,0,0,1,35,7127,30.0,12,2200.0,4834.49,1889.38,210,Lima,1,3
280,0,1,1,30,3687,3.0,12,2319.21,3340.0,12878.26,190,Lima,3,2
281,0,0,1,28,4721,3.0,12,2000.0,121543.40,4160.93,207,San Martin,0,3
282,0,3,1,38,4386,48.0,10,7000.0,22184.27,0.0,216,Lima,0,3
283,0,38,1,36,5360,66.0,3,3050.0,121543.40,120.69,195,Ica,2,3
284,0,0,2,30,4570,11.0,12,2750.0,2707.1,3109.59,219,La Libertad,0,3
285,0,25,1,21,4144,16.0,12,2100.0,1735.0,480.38,195,Ica,1,3
286,0,0,2,30,3581,3.0,12,2690.91,1056.0,14147.63,211,Ica,0,2
287,0,0,2,53,6425,18.0,12,2500.0,4290.0,1446.97,216,Lima,0,2
288,0,2,1,37,5694,4.0,12,1390.0,9305.18,2729.88,177,La Libertad,0,2
289,0,8,1,29,3565,18.0,0,6710.0,24248.45,0.0,174,Lima,0,1
290,0,0,2,63,8282,86.0,6,9180.0,103670.06,29137.51,213,Lima,1,3
291,0,0,1,46,4448,3.0,12,5500.0,121543.40,0.0,219,Lima,0,3
292,0,0,2,43,4893,11.0,12,2278.74,121543.40,17260.53,204,Junin,0,2
293,0,0,1,21,3626,3.0,12,900.0,720.0,602.64,156,Lima,0,2
294,0,23,1,27,5329,61.0,12,2450.0,2250.0,5274.35,205,Lima,4,2
295,0,2,1,32,4690,3.0,12,894.65,121543.40,1518.81,175,Lima,0,2
296,0,1,1,28,5209,3.0,1,1900.0,2429.0,4882.17,161,Lambayeque,1,3
297,0,0,2,40,4083,119.0,12,5200.0,30770.0,4627.65,224,Lima,2,3
298,0,2,1,35,6425,40.0,12,3200.0,983.76,9011.3,187,Ancash,0,2
299,0,5,1,28,3595,76.0,0,3500.0,4843.53,37.61,175,Junin,0,3
300,0,0,1,29,5666,22.0,12,1131.17,121543.40,475.69,186,Piura,0,2
301,0,1,1,32,4083,3.0,12,1874.7,8445.0,5747.96,188,La Libertad,0,3
302,0,0,1,26,4448,3.0,12,2000.0,121543.40,2124.88,174,Ica,0,2
303,0,0,1,22,4205,19.0,12,2100.0,1000.0,4814.01,190,Ica,0,3
304,0,0,1,52,6456,96.0,10,13500.0,14334.66,16037.38,205,Lima,0,3
305,0,0,1,24,4144,23.0,12,2500.0,2400.0,16676.98,181,Loreto,0,3
306,0,0,1,30,5270,12.0,12,3000.0,1104.98,583.48,219,Lima,0,3
307,0,4,1,39,5360,3.0,11,2800.0,121543.40,57094.38,194,Ayacucho,0,3
308,0,0,1,29,6090,14.0,12,3000.0,2357.89,0.0,194,Piura,1,3
309,0,0,1,42,5725,87.0,0,6000.0,12820.12,646.47,180,Lima,0,3
310,0,0,1,30,5360,45.0,12,1800.0,2268.0,1327.96,192,Callao,4,2
311,0,0,1,28,4478,10.0,12,2000.0,3323.16,626.54,193,Lima,1,3
312,0,2,2,24,4606,3.0,12,1790.24,121543.40,3260.1,175,Ica,0,2
313,0,24,1,29,4052,28.0,12,2100.0,7700.0,5387.88,233,Lima,0,3
314,0,0,1,38,6365,3.0,12,1500.0,897.02,3119.33,177,Lima,0,2
315,0,29,1,33,5544,40.0,12,3500.0,30287.39,47584.35,207,Ica,1,3
